num objects,r std,r var,r mean,r min,r max,snr std,snr var,snr mean,snr min,snr max,noise std,noise var,noise mean,noise min,noise max,enviroment,object,height
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,46.73328578219169,2184.0,174.0,120.0,234.0,51.86092513208336,2689.555555555555,529.3333333333334,480.0,601.0,sunny,dime,7 
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,46.73328578219169,2184.0,174.0,120.0,234.0,51.86092513208336,2689.555555555555,529.3333333333334,480.0,601.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,36.0,1296.0,207.0,171.0,243.0,58.0,3364.0,534.0,476.0,592.0,sunny,dime,7 
2,1.1562,1.33679844,1.3743,0.2181,2.5305,36.0,1296.0,207.0,171.0,243.0,57.5,3306.25,534.5,477.0,592.0,sunny,dime,7 
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,50.6776303927307,2568.222222222222,172.33333333333334,112.0,236.0,51.31817958146562,2633.555555555555,529.6666666666666,479.0,600.0,sunny,dime,7 
3,1.0031784299027877,1.0063669622222222,1.1343333333333334,0.2181,2.5305,50.6776303927307,2568.222222222222,172.33333333333334,112.0,236.0,51.31817958146562,2633.555555555555,529.6666666666666,479.0,600.0,sunny,dime,7 
3,1.0031320385007483,1.0062738866666667,1.1343,0.2181,2.5304,47.16166051171462,2224.222222222222,171.33333333333334,117.0,232.0,51.71932800113405,2674.8888888888887,532.6666666666666,483.0,604.0,sunny,dime,7 
3,1.0031320385007483,1.0062738866666667,1.1343,0.2181,2.5304,47.16166051171462,2224.222222222222,171.33333333333334,117.0,232.0,51.71932800113405,2674.8888888888887,532.6666666666666,483.0,604.0,sunny,dime,7 
4,1.1514046538359137,1.3257326768750002,1.5706250000000002,0.2181,2.8795,48.63383595810637,2365.25,157.5,112.0,234.0,44.85741298826761,2012.1875,527.75,483.0,602.0,sunny,dime,7 
4,1.151424545942981,1.3257784850000003,1.5706000000000002,0.2181,2.8795,49.31721301939111,2432.1875,157.25,113.0,234.0,44.78001786511479,2005.25,528.5,481.0,602.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,45.92022067310507,2108.6666666666665,171.0,118.0,230.0,52.63923336152312,2770.8888888888887,533.3333333333334,483.0,606.0,sunny,dime,7 
3,1.0031624837925752,1.006334968888889,1.1343666666666665,0.2181,2.5305,45.92022067310507,2108.6666666666665,171.0,118.0,230.0,52.63923336152312,2770.8888888888887,533.3333333333334,483.0,606.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,37.0,1369.0,202.0,165.0,239.0,56.5,3192.25,539.5,483.0,596.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,50.28143019268865,2528.222222222222,172.66666666666666,113.0,236.0,50.33443707399096,2533.5555555555557,532.6666666666666,479.0,600.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,50.28143019268865,2528.222222222222,172.66666666666666,113.0,236.0,50.33443707399096,2533.5555555555557,532.6666666666666,479.0,600.0,sunny,dime,7 
3,1.1809436932668158,1.394628006666667,1.8760000000000001,0.2181,2.8795,50.28143019268865,2528.222222222222,172.66666666666666,113.0,236.0,50.33443707399096,2533.5555555555557,532.6666666666666,479.0,600.0,sunny,dime,7 
4,0.82111420795161,0.6742285425,1.45065,0.2181,2.5305,55.54727716099143,3085.5,164.0,115.0,250.0,47.09830145557268,2218.25,503.5,473.0,585.0,sunny,dime,7 
2,1.1562,1.33679844,1.3743,0.2181,2.5305,45.5,2070.25,215.5,170.0,261.0,48.0,2304.0,526.0,478.0,574.0,sunny,dime,7 
2,1.1562,1.33679844,1.3743,0.2181,2.5305,44.5,1980.25,217.5,173.0,262.0,49.0,2401.0,525.0,476.0,574.0,sunny,dime,7 
2,1.15615,1.3366828225000003,1.3742500000000002,0.2181,2.5304,52.0,2704.0,212.0,160.0,264.0,41.5,1722.25,529.5,488.0,571.0,sunny,dime,7 
